SRR1170742,SRR1170744,SRR1170762,SRR1174772,SRR1174773,SRR1174777,SRR1179197,SRR1179198,SRR1179199,SRR1171629,SRR1171630,SRR1171631
LOC_Os01g02360.MSUR7,1,1,2,119,662,0,17,7,7,339,2759,377
LOC_Os01g02370.MSUR7,427,80,869,4060,201,20,7823,294,7,3759,17,233
LOC_Os01g02390.MSUR7,544,719,4133,4,6311,0,1172,183,8,9486,2859,4882
LOC_Os01g02400.MSUR7,896,375,3645,3511,796,4,1189,421,83,5540,2611,845
LOC_Os01g02410.MSUR7,0,0,3,204,3,4,13,1,4,73,42,49
LOC_Os01g02420.MSUR7,6,2,5,501,58,28,25,6,0,6,11,6
LOC_Os01g02430.MSUR7,16,4,20,2196,3,0,602,37,4,328,303,2282
LOC_Os01g02440.MSUR7,0,0,0,567,152,0,39,5,0,59,89,244
LOC_Os01g02460.MSUR7,23,2,11,19,296,2,7,0,0,151,51,102
LOC_Os01g02470.MSUR7,9,6,9,18,25,3,2,10,0,180,516,100
LOC_Os01g02490.MSUR7,0,0,0,53,354,0,0,0,0,1586,211,1257
LOC_Os01g02500.MSUR7,0,0,0,36,70,0,0,2,0,193,299,210
LOC_Os01g02550.MSUR7,470,10,92,3444,176,0,220,10,8,364,12,16
LOC_Os01g02560.MSUR7,1596,20,551,11226,4900,18,973,141,0,1490,453,854
LOC_Os01g02570.MSUR7,1559,11,953,1632,409,0,14,5,0,15014,168,575
LOC_Os01g02580.MSUR7,1506,0,655,2496,9,4,145,6,0,11935,275,916
LOC_Os01g02590.MSUR7,683,300,625,2282,1,12,22,30,0,1547,2412,917
LOC_Os01g02600.MSUR7,349,298,271,369,733,4,789,236,64,4147,3318,622
LOC_Os01g02610.MSUR7,1,2,8,892,1,2,76,2,3,625,363,220
LOC_Os01g02680.MSUR7,1,0,1,1115,3,1,22,6,9,315,157,168
LOC_Os01g02690.MSUR7,4,3,24,599,659,6,6,1,1,23,29,33
LOC_Os01g02700.MSUR7,1149,347,1837,2039,720,0,2760,231,62,6786,3653,4067
LOC_Os01g02710.MSUR7,1747,80,4034,3941,3182,0,1052,282,42,9639,411,1259
LOC_Os01g02720.MSUR7,1494,744,8023,10656,21501,191,902,2100,200,8916,13603,19018
LOC_Os01g02730.MSUR7,294,382,1155,0,1167,0,557,58,48,638,3236,1540
LOC_Os01g02750.MSUR7,266,353,80,29,688,0,3143,37,11,1023,4392,301
LOC_Os01g02760.MSUR7,695,491,2739,292,4764,16,1249,405,84,11497,1711,1438
LOC_Os01g02770.MSUR7,252,157,715,123,624,2,3290,180,62,9848,935,1340
LOC_Os01g02780.MSUR7,427,0,2,13,12,0,854,106,12,14209,20,52
LOC_Os01g02790.MSUR7,434,49,414,50,331,0,3402,230,34,11266,701,931
LOC_Os01g02800.MSUR7,673,386,1754,76,1330,5,1247,400,89,4521,1221,307
LOC_Os01g02810.MSUR7,23,19,65,79,137,0,908,164,40,6228,827,241
LOC_Os01g02830.MSUR7,123,74,317,14,311,3,295,62,15,9578,564,833
LOC_Os01g02840.MSUR7,271,217,1107,1415,1039,13,1975,219,36,800,3320,368
LOC_Os01g02850.MSUR7,22,3,106,6,28,1,3,120,1,6,73,80
LOC_Os01g02860.MSUR7,43,6,153,336,760,0,488,1300,51,196,1265,699
LOC_Os01g02870.MSUR7,1018,4,209,17272,406,4,5359,1039,8,4658,576,2280
LOC_Os01g02880.MSUR7,2939,2374,47978,20509,50349,926,5718,59751,1852,5657,35101,100775
LOC_Os01g02890.MSUR7,14,100,1541,140,1189,54,386,4043,170,212,285,3105
LOC_Os01g02900.MSUR7,253,235,494,8088,988,520,2290,407,168,751,353,833
LOC_Os01g02910.MSUR7,6,50,408,207,513,54,214,735,31,31,770,1071
LOC_Os01g02920.MSUR7,145,760,3517,5602,5502,318,6403,2499,1644,1431,10392,6479
LOC_Os01g02930.MSUR7,135,139,1635,679,3005,58,3250,2574,39,14,424,9332
LOC_Os01g02940.MSUR7,109,325,6010,1756,5679,137,696,8768,158,50,433,15352
LOC_Os01g02950.MSUR7,0,0,33,0,2,0,73,49,17,3,4,25
LOC_Os01g02960.MSUR7,1021,534,9274,21421,4,243,39423,27243,2551,1483,1153,5342
LOC_Os01g02980.MSUR7,2,0,303,13,62,2,0,0,0,0,1,93
LOC_Os01g02990.MSUR7,0,0,0,254,0,0,1,0,0,0,0,0
LOC_Os01g03010.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g03020.MSUR7,6086,2397,20705,38179,6588,253,30636,7612,331,44704,30492,38028
LOC_Os01g03030.MSUR7,647,209,2480,4035,2790,18,2458,2905,408,3816,4830,6468
LOC_Os01g03040.MSUR7,9177,90,7243,32984,7571,112,21980,2948,62,29932,817,7319
LOC_Os01g03050.MSUR7,691,184,3816,2994,2952,55,1688,2461,252,1660,1184,3633
LOC_Os01g03060.MSUR7,1286,2238,8755,14399,15820,262,4588,5269,1548,10826,31267,22959
LOC_Os01g03080.MSUR7,0,0,122,18,161,0,4,84,10,11,101,132
LOC_Os01g03090.MSUR7,959,702,4624,7285,9628,147,8096,9053,1511,4820,10427,8349
LOC_Os01g03100.MSUR7,954,962,6283,6311,9209,165,6568,10485,994,4058,10194,10940
LOC_Os01g03110.MSUR7,1474,1272,12572,11550,26148,144,12219,18642,2026,3937,11893,14309
LOC_Os01g03130.MSUR7,24,50,2078,131,701,36,0,150,58,128,399,1229
LOC_Os01g03144.MSUR7,2229,404,9951,21019,12271,156,10047,14374,838,13837,9934,17664
LOC_Os01g03160.MSUR7,473,432,5314,4168,6710,81,2199,8164,506,2334,4379,9968
LOC_Os01g03170.MSUR7,2,0,3677,83,8446,48,63,3485,2,22,2,6097
LOC_Os01g03190.MSUR7,0,8,1702,16,4613,20,0,65,1,0,4,1087
LOC_Os01g03210.MSUR7,0,0,33,10,209,1,0,31,0,0,0,60
LOC_Os01g03220.MSUR7,0,2,49,211,52,0,0,48,0,0,0,167
LOC_Os01g03240.MSUR7,0,0,0,0,0,0,1,0,0,0,0,2
LOC_Os01g03250.MSUR7,0,0,19,0,18,0,0,0,0,0,0,7
LOC_Os01g03260.MSUR7,6,6,149,28,0,4,2632,1703,349,14,10,24
LOC_Os01g03270.MSUR7,0,0,26,2,0,0,0,0,0,0,0,0
LOC_Os01g03280.MSUR7,0,0,0,98,192,0,0,0,0,8,23,16
LOC_Os01g03290.MSUR7,0,0,0,0,0,0,3,0,0,2,0,0
LOC_Os01g03300.MSUR7,10,0,13,0,32,0,74,294,0,2,0,139
LOC_Os01g03310.MSUR7,15027,3,14052,11515,38578,103,19169,1339,69,52068,33,3040
LOC_Os01g03320.MSUR7,462,3,287,23,123,4,5846,508,59,11283,49,128
LOC_Os01g03330.MSUR7,96,801,4079,435,6598,45,40,236,2825,19,268,31
LOC_Os01g03340.MSUR7,271,2850,24198,317,43023,168,60,2326,7095,357,23996,4214
LOC_Os01g03350.MSUR7,0,0,0,0,0,0,0,0,2,0,1,1
LOC_Os01g03360.MSUR7,53,607,16869,32,42666,220,92,1329,3109,331,3490,4185
LOC_Os01g03370.MSUR7,2,0,5,2,11,1,0,0,1,16,3,9
LOC_Os01g03380.MSUR7,6,6,88,4,735,2,612,929,1304,442,215,270
LOC_Os01g03390.MSUR7,4952,6912,108454,1881,437063,350,125,925,5272,6092,19492,2830
LOC_Os01g03400.MSUR7,0,0,0,0,0,0,17,175,28,3,8,0
LOC_Os01g03410.MSUR7,0,0,2,2,0,0,768,896,38,758,845,1572
LOC_Os01g03420.MSUR7,0,0,61,2,0,0,0,0,0,5,0,0
LOC_Os01g03429.MSUR7,0,1,13,1,6,0,68,8,0,0,0,6
LOC_Os01g03464.MSUR7,0,0,0,0,0,0,2,0,0,0,0,1
LOC_Os01g03480.MSUR7,12,0,157,7,180,5,2,19,0,159,190,457
LOC_Os01g03490.MSUR7,2,108,10867,509,11257,152,317,28329,309,180,1595,28121
LOC_Os01g03500.MSUR7,335,166,2228,3032,4959,32,2890,4635,176,1599,3322,4135
LOC_Os01g03510.MSUR7,668,1142,15866,8442,11480,291,2158,5539,1148,3496,7961,30958
LOC_Os01g03520.MSUR7,1497,1508,11362,10988,12187,278,8042,22380,3817,6918,11269,21962
LOC_Os01g03530.MSUR7,12,442,624,48,67,22,36,88,4923,223,1777,264
LOC_Os01g03549.MSUR7,2279,50,2477,23238,1549,8,9647,1361,76,11637,587,1318
LOC_Os01g03570.MSUR7,493,252,10304,2812,10872,48,5459,11391,304,3747,2447,14183
LOC_Os01g03620.MSUR7,0,173,159,0,291,1001,1,20,146,4,310,85
LOC_Os01g03630.MSUR7,0,16,5,0,8,181,0,3,10,12,945,24
LOC_Os01g03640.MSUR7,0,28,106,0,208,5,0,7,34,0,3515,640
LOC_Os01g03650.MSUR7,2871,426,9336,8924,9986,79,11447,7215,356,7852,3829,10709
LOC_Os01g03660.MSUR7,712,80,2429,2067,2064,26,4745,1514,80,3202,500,3950
LOC_Os01g03670.MSUR7,0,2,75,2,10,2,6,38174,0,6,3,6711
LOC_Os01g03680.MSUR7,204,832,127,34,4,6,20,136,94,2,0,2
LOC_Os01g03690.MSUR7,205,122,1488,4764,2079,12,1426,1678,302,2444,5353,1780
LOC_Os01g03710.MSUR7,93,121,1494,222,7540,86,458,77408,213,693,291,48002
LOC_Os01g03720.MSUR7,6,134,427,589,723,10,264,78,150,115,4185,176
LOC_Os01g03730.MSUR7,1278,174,4631,13913,4905,46,10947,3858,1903,2573,6255,7678
LOC_Os01g03740.MSUR7,109,29,1474,2027,907,13,1291,480,112,264,1046,435
LOC_Os01g03750.MSUR7,294,66,3800,2792,4664,61,1618,869,258,905,1261,5804
LOC_Os01g03760.MSUR7,2356,1747,26833,19461,33719,523,10051,17731,2312,10374,23793,45443
LOC_Os01g03770.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g03810.MSUR7,98,85,269,1039,374,10,13,47,26,860,542,411
LOC_Os01g03820.MSUR7,1853,933,2261,12192,4114,92,8780,2892,809,7235,6719,3215
LOC_Os01g03840.MSUR7,0,0,70,0,69,0,0,150,0,0,0,303
LOC_Os01g03870.MSUR7,153,392,4651,774,9792,72,2427,5812,962,1008,2512,6847
LOC_Os01g03890.MSUR7,0,79,14,0,16,232,0,11,217,0,237,0
LOC_Os01g03900.MSUR7,2,8,314,2,396,2,2,37,0,0,13,646
LOC_Os01g03914.MSUR7,2017,3065,14520,18316,13039,134,835,5319,1582,2543,29315,7852
LOC_Os01g03930.MSUR7,0,0,2,6,3,0,0,0,0,0,0,0
LOC_Os01g03940.MSUR7,1948,70,4831,7991,7171,14,489,418,34,2356,447,25118
LOC_Os01g03950.MSUR7,585,195,7740,214,7632,38,2198,12514,144,707,6,6104
LOC_Os01g03960.MSUR7,0,0,0,0,3,0,0,0,0,0,0,0
LOC_Os01g03970.MSUR7,0,0,0,0,1,0,0,0,0,0,0,0
LOC_Os01g03980.MSUR7,164,26,5074,1730,14956,46,534,7134,44,1037,518,14333
LOC_Os01g03989.MSUR7,0,0,2,0,0,0,0,1,0,0,1,0
LOC_Os01g04000.MSUR7,0,0,0,1,1,0,0,1,0,1,0,1
LOC_Os01g04005.MSUR7,2,0,28,19,64,0,13,17,2,13,2,10
LOC_Os01g04010.MSUR7,1983,393,9242,19934,24048,165,4610,25799,1171,11948,4399,12392
LOC_Os01g04020.MSUR7,6674,3915,36233,51825,101750,1180,12684,44014,10216,27052,56157,66468
LOC_Os01g04030.MSUR7,825,370,8474,7505,71107,102,4614,11155,552,3794,7638,16265
LOC_Os01g04040.MSUR7,61,11,362,259,33319,6,115,301,25,141,72,202
LOC_Os01g04050.MSUR7,8205,590,133001,2572,17625,112,83,1129,4036,19885,48422,8254
LOC_Os01g04070.MSUR7,415,15,452,4318,812,8,374,1123,57,108,8,113
LOC_Os01g04080.MSUR7,0,0,818,0,1529,6,0,418,12,0,10,3537
LOC_Os01g04090.MSUR7,0,6,180,2,68,2,5,192,20,0,2,683
LOC_Os01g04100.MSUR7,284,140,1263,786,935,34,614,1200,253,549,815,1470
LOC_Os01g04110.MSUR7,782,199,3728,5877,9365,76,4517,4574,333,2358,3000,3895
LOC_Os01g04120.MSUR7,161,388,426,4758,989,21,0,493,815,537,7334,1173
LOC_Os01g04130.MSUR7,220,49,370,2259,606,0,6075,644,57,671,365,186
LOC_Os01g04160.MSUR7,8,68,610,60,526,58,48,2623,238,24,108,538
LOC_Os01g04170.MSUR7,2,28,151,2,166,14,12,194,122,2,29,204
LOC_Os01g04190.MSUR7,1056,1750,11970,13390,27208,382,5824,10943,1878,5935,17158,36155
LOC_Os01g04200.MSUR7,651,320,5347,12320,5422,78,2545,5866,199,2455,4203,9118
LOC_Os01g04210.MSUR7,2,2,15,30,10,0,133,358,3,6,8,160
LOC_Os01g04220.MSUR7,1,0,10,4,17,0,15,34,5,0,0,8
LOC_Os01g04230.MSUR7,12,20,312,497,654,22,96,1448,46,14,16,1074
LOC_Os01g04250.MSUR7,45,74,240,379,154,6,4,68,2,0,0,2
LOC_Os01g04260.MSUR7,4050,810,10316,4493,8608,640,8797,9879,470,4504,4534,12471
LOC_Os01g04270.MSUR7,0,0,0,0,6,0,0,0,0,0,0,4
LOC_Os01g04280.MSUR7,796,735,720,1875,720,44,3103,394,890,4564,2098,1002
LOC_Os01g04290.MSUR7,0,2,7937,0,7468,160,5,1653,26,0,12,3802
LOC_Os01g04300.MSUR7,8,110,688,34,2540,73,66,2620,777,30,333,8313
LOC_Os01g04324.MSUR7,80,16,143,0,24,0,0,3,0,376,300,213
LOC_Os01g04330.MSUR7,1718,212,11002,2404,2343,43,4164,16858,626,6858,1260,6672
LOC_Os01g04340.MSUR7,22,0,765,20,18,0,11,1814,0,45,4,657
LOC_Os01g04350.MSUR7,6540,526,77560,126321,157754,1388,42749,54776,2673,11440,4978,149763
LOC_Os01g04360.MSUR7,21,2,2585,106,581,6,146,574,4,8,16,692
LOC_Os01g04370.MSUR7,53,2,2646,1248,1779,10,750,4508,6,2,10,1134
LOC_Os01g04380.MSUR7,22,0,2334,227,3446,8,189,1147,2,6,2,3182
LOC_Os01g04390.MSUR7,157,4,4920,624,8331,52,3066,2865,26,694,135,6295
LOC_Os01g04409.MSUR7,3099,1195,5588,18390,8468,80,11803,10250,1101,14154,9327,11848
LOC_Os01g04430.MSUR7,0,11,10,38,36,0,0,49,4,6,135,30
LOC_Os01g04440.MSUR7,89,27,58,55,11,1,40,1498,5,36,259,226
LOC_Os01g04450.MSUR7,438,639,3483,5707,1055,43,6249,859,321,1312,2195,701
LOC_Os01g04460.MSUR7,202,114,1056,3862,1592,15,1893,456,44,1055,1468,450
LOC_Os01g04470.MSUR7,0,0,6,152,47,0,88,16,0,135,10,34
LOC_Os01g04480.MSUR7,17,20,130,796,615,0,339,87,30,792,170,361
LOC_Os01g04490.MSUR7,18,85,194,205,191,5,68,56,50,550,275,310
LOC_Os01g04500.MSUR7,14,15,871,519,1963,10,70,196,3,556,720,1752
LOC_Os01g04510.MSUR7,0,0,0,1,1,0,0,0,0,16,0,4
LOC_Os01g04520.MSUR7,18,2,8,404,383,0,1189,82,48,53,68,247
LOC_Os01g04530.MSUR7,70,12,146,44,15,0,2,0,0,66,47,9
LOC_Os01g04540.MSUR7,51,12,57,240,66,0,23,16,2,39,64,11
LOC_Os01g04550.MSUR7,4155,363,4701,10131,3756,2,834,51,24,1455,694,689
LOC_Os01g04560.MSUR7,0,0,2,18,4,0,0,8,0,0,4,5
LOC_Os01g04570.MSUR7,168,152,985,292,310,8,862,73,27,1191,2988,1258
LOC_Os01g04580.MSUR7,12,86,527,615,234,16,68,130,662,90,1433,1363
LOC_Os01g04590.MSUR7,295,14,702,1562,615,8,195,95,351,644,110,1514
LOC_Os01g04600.MSUR7,218,82,1529,2507,4072,34,81,87,8,666,1314,2476
LOC_Os01g04610.MSUR7,0,0,0,0,0,0,0,1,1,0,0,0
LOC_Os01g04630.MSUR7,24000,1307,19193,78583,24382,156,24643,4571,3257,30590,47963,16182
LOC_Os01g04640.MSUR7,442,296,942,828,1459,16,324,102,32,2261,162,1254
LOC_Os01g04650.MSUR7,3918,2906,20672,37952,24659,502,16953,15798,4022,11297,25973,25922
LOC_Os01g04660.MSUR7,2,9,46,94,127,2,32,278,6,6,374,146
LOC_Os01g04670.MSUR7,74,10,278,938,581,8,997,226,30,486,2374,1266
LOC_Os01g04690.MSUR7,12,8,77,34,111,0,1,0,1,11,195,142
LOC_Os01g04699.MSUR7,0,0,0,0,2,0,0,0,0,1,1,0
LOC_Os01g04710.MSUR7,22,38,5092,557,8147,54,296,5191,90,12,97,11432
LOC_Os01g04720.MSUR7,72,108,1284,919,2754,72,342,2817,96,110,516,2820
LOC_Os01g04730.MSUR7,1052,1557,22037,18717,45820,865,15227,15826,2030,12673,38575,37918
LOC_Os01g04740.MSUR7,0,0,0,2,0,0,0,0,0,3,0,1
LOC_Os01g04750.MSUR7,30,48,2,33,4,28,11,4,14,8,518,7
LOC_Os01g04760.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g04800.MSUR7,212,805,66,939,44,82,67,2,960,262,4494,31
LOC_Os01g04814.MSUR7,5774,3497,34041,26504,34574,691,25588,34486,5663,16643,42825,54671
LOC_Os01g04830.MSUR7,0,0,0,0,0,0,0,0,0,1,0,3
LOC_Os01g04840.MSUR7,1,1,48,38,79,6,16,17,16,5,23,134
LOC_Os01g04860.MSUR7,1583,285,2843,15130,4030,52,2013,657,6,4804,589,3689
LOC_Os01g04870.MSUR7,975,242,3867,8840,3893,29,2250,1544,126,3800,4721,7754
LOC_Os01g04900.MSUR7,5704,534,9223,27934,10911,56,16567,12040,311,20944,3386,15181
LOC_Os01g04910.MSUR7,699,248,4515,3084,4130,54,532,1063,28,2559,2132,5703
LOC_Os01g04920.MSUR7,990,82,1825,11544,2197,35,3994,3229,287,6059,1695,5924
LOC_Os01g04930.MSUR7,956,1475,18733,14683,21973,271,11515,20686,1952,4692,19973,24043
LOC_Os01g04950.MSUR7,1946,861,23675,39447,22163,164,7917,3245,438,3944,6936,20705
LOC_Os01g04970.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g04990.MSUR7,1287,449,3370,9294,3369,63,8385,2106,890,4584,6696,3410
LOC_Os01g05000.MSUR7,0,0,3,1,1,0,0,0,0,0,0,53
LOC_Os01g05010.MSUR7,1084,366,12320,4188,8447,122,6654,16350,273,3010,3585,24656
LOC_Os01g05020.MSUR7,0,55,2,0,0,0,10,19,6,0,7,1
LOC_Os01g05040.MSUR7,0,1,0,0,0,0,0,4,0,0,1,0
LOC_Os01g05050.MSUR7,0,0,5,0,16,0,83,1580,24,0,21,444
LOC_Os01g05060.MSUR7,4276,500,27079,18423,25859,76,29980,7691,637,13803,6447,19645
LOC_Os01g05064.MSUR7,506,2471,7622,2481,6589,78,3188,1794,1693,2128,21311,14143
LOC_Os01g05070.MSUR7,2230,925,19521,10833,24488,386,2001,11756,1318,3434,11176,23956
LOC_Os01g05080.MSUR7,1859,245,8883,8137,8097,45,9421,4092,232,7026,53,8158
LOC_Os01g05090.MSUR7,3595,1020,12998,3532,4062,156,1264,2805,344,1479,575,404
LOC_Os01g05100.MSUR7,3012,625,13794,2733,3119,162,978,3457,215,1197,378,4614
LOC_Os01g05105.MSUR7,56,58,371,360,291,11,458,815,99,392,661,668
LOC_Os01g05120.MSUR7,2,12,13,55,52,0,14,591,2,47,93,219
LOC_Os01g05130.MSUR7,713,274,3212,7658,6556,56,4134,5299,787,4274,7398,6794
LOC_Os01g05140.MSUR7,550,194,4922,2693,9034,50,1902,4197,445,370,2208,622
LOC_Os01g05150.MSUR7,17,15,163,231,249,2,121,99,20,0,19,1
LOC_Os01g05160.MSUR7,0,0,13,0,0,0,0,0,0,0,0,0
LOC_Os01g05170.MSUR7,4,12,60,0,0,0,7,6,4,64,16,200
LOC_Os01g05180.MSUR7,34,61,527,39,96,8,112,148,36,0,0,0
LOC_Os01g05210.MSUR7,1,0,4,1,0,0,3,9,5,10,2,39
LOC_Os01g05220.MSUR7,0,0,0,0,34,0,5,4,1,0,0,0
LOC_Os01g05250.MSUR7,0,0,2,0,375,0,3,0,1,75,710,191
LOC_Os01g05260.MSUR7,0,0,4,0,3,0,0,0,0,0,34,0
LOC_Os01g05280.MSUR7,0,0,0,0,1,0,1,1,1,0,0,0
LOC_Os01g05289.MSUR7,2,6,210,23,47,2,203,318,49,0,0,0
LOC_Os01g05300.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g05310.MSUR7,3,8,38,6,532,0,4,0,0,1,6,0
LOC_Os01g05330.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g05340.MSUR7,0,2,1,0,8,0,0,0,0,2,2,0
LOC_Os01g05350.MSUR7,1,0,0,0,2,0,1,0,0,3,34,4
LOC_Os01g05360.MSUR7,0,0,0,0,0,0,0,2,1,0,0,0
LOC_Os01g05380.MSUR7,2,0,10,0,355,0,0,0,0,1,4,2
LOC_Os01g05390.MSUR7,0,0,0,0,0,0,0,4,0,0,0,0
LOC_Os01g05400.MSUR7,0,0,0,0,0,0,0,6,0,0,1,0
LOC_Os01g05410.MSUR7,1,0,1,0,0,0,0,0,0,17,230,2
LOC_Os01g05420.MSUR7,5344,1763,33028,34904,43217,481,19784,26074,2805,22838,18573,49707
LOC_Os01g05430.MSUR7,87,55,5551,358,1375,54,1165,4001,143,270,143,4968
LOC_Os01g05440.MSUR7,11,0,85,8,52,0,4,406,5,4,8,122
LOC_Os01g05450.MSUR7,47,14,564,6,468,2,2,46,0,57,34,820
LOC_Os01g05460.MSUR7,177,35,1837,1392,1248,24,145,213,8,46,5,144
LOC_Os01g05470.MSUR7,1412,1061,16082,10345,12277,186,13300,30745,1496,2450,8601,17307
LOC_Os01g05480.MSUR7,8,8,1074,92,855,24,236,8854,28,29,7,2984
LOC_Os01g05490.MSUR7,28331,12245,258259,206212,276217,8029,205362,216295,12955,89356,181645,315603
LOC_Os01g05500.MSUR7,2572,3507,14199,29853,21333,451,31050,28728,4805,18156,24151,35085
LOC_Os01g05510.MSUR7,1029,445,1069,9857,9456,36,38,1004,0,4646,5894,10743
LOC_Os01g05520.MSUR7,0,0,8,0,0,0,8,139,0,138,2,17
LOC_Os01g05530.MSUR7,0,0,2,0,0,0,145,2748,0,2889,2157,5665
LOC_Os01g05540.MSUR7,309,227,1194,1629,153,115,78,2118,0,1621,4682,4983
LOC_Os01g05550.MSUR7,0,0,0,0,0,0,0,2,0,2,2,1
LOC_Os01g05560.MSUR7,1847,770,14239,1239,0,96,76,3745,2,6346,8550,19131
LOC_Os01g05570.MSUR7,0,0,2,3,0,0,0,0,0,0,0,2
LOC_Os01g05580.MSUR7,0,0,6,87,0,0,15,0,0,0,60,16
LOC_Os01g05585.MSUR7,207,43,1508,2607,176,14,18990,3046,529,590,684,8061
LOC_Os01g05600.MSUR7,0,12,83,26,7,2,11,11,15,3,83,72
LOC_Os01g05610.MSUR7,482,295,2670,13563,1093,139,7320,3726,490,870,1383,2511
LOC_Os01g05620.MSUR7,6,1,6,10,11,0,15,21,28,31,384,245
LOC_Os01g05630.MSUR7,1512,1069,8713,2043,2393,64,3206,2068,374,4391,8103,9291
LOC_Os01g05640.MSUR7,155,90,533,191,293,4,141,80,18,29,700,70
LOC_Os01g05650.MSUR7,135353,11699,119154,485870,145334,1114,271585,76609,4853,171973,94378,234623
LOC_Os01g05660.MSUR7,1770,382,1766,12731,2821,10,1455,1676,690,5792,2104,3542
LOC_Os01g05670.MSUR7,6332,1592,34037,44004,73685,849,7351,63767,1442,19725,15057,49355
LOC_Os01g05680.MSUR7,51,88,273,701,612,17,786,2674,172,482,1106,655
LOC_Os01g05694.MSUR7,547,362,2768,3644,3500,95,890,4458,149,2252,5083,5255
LOC_Os01g05710.MSUR7,2,1,655,132,533,7,351,2161,58,50,41,1160
LOC_Os01g05720.MSUR7,0,2,30,2,23,0,39,252,12,1,13,553
LOC_Os01g05744.MSUR7,51,34,899,25,25,4,133,509,8,80,576,1916
LOC_Os01g05760.MSUR7,14,2,264,57,553,1,0,1,0,2,1,38
LOC_Os01g05770.MSUR7,2,0,32,309,355,1,48,12,2,0,9,21
LOC_Os01g05790.MSUR7,2442,1434,10251,13986,13775,156,7047,11322,1442,7901,10806,17770
LOC_Os01g05800.MSUR7,34829,1375,31761,124434,46556,384,174506,24335,872,153905,7882,38433
LOC_Os01g05810.MSUR7,1729,335,13917,13271,5482,89,5587,1307,137,3209,7353,14178
LOC_Os01g05820.MSUR7,142,196,5381,3100,2213,21,1544,829,43,86,2961,8034
LOC_Os01g05830.MSUR7,378,442,3325,3692,4881,58,2442,2668,711,2986,4015,5856
LOC_Os01g05840.MSUR7,1840,8,10114,8147,4497,102,7319,72175,38,13353,16,33030
LOC_Os01g05850.MSUR7,9,6,57,42,28,16,17,33,9,33,2,74
LOC_Os01g05860.MSUR7,80,110,890,167,673,8,304,571,34,258,809,756
LOC_Os01g05870.MSUR7,66,292,1316,893,529,6,778,156,248,709,1440,1557
LOC_Os01g05880.MSUR7,0,0,3,0,27,0,2,27,0,0,2,4
LOC_Os01g05890.MSUR7,0,0,6,8,2,0,2,33,0,6,0,11
LOC_Os01g05900.MSUR7,812,579,6092,2021,2770,117,3126,3297,385,923,2491,4938
LOC_Os01g05940.MSUR7,3,2,6,1226,689,38,392,251,6,112,256,399
LOC_Os01g05960.MSUR7,43,100,788,406,247,4,50,34,6,120,366,208
LOC_Os01g05970.MSUR7,2481,1700,19480,10536,12148,325,13620,11107,1622,6149,9024,20688
LOC_Os01g05980.MSUR7,33,35,99,240,312,4,173,376,23,304,346,231
LOC_Os01g06000.MSUR7,151,135,1199,495,821,16,341,615,39,240,623,1305
LOC_Os01g06010.MSUR7,2730,698,10555,50664,12841,313,49758,17685,2117,8120,7710,24272
LOC_Os01g06020.MSUR7,1331,271,4382,8753,6940,36,5779,4142,248,6026,2073,5628
LOC_Os01g06030.MSUR7,0,0,0,0,3,0,0,10,0,0,0,0
LOC_Os01g06040.MSUR7,2,0,48,0,1017,0,0,761,0,0,0,1550
LOC_Os01g06050.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os01g06060.MSUR7,0,16,32,73,42,0,108,20,22,0,46,32
LOC_Os01g06070.MSUR7,0,0,0,0,0,0,4,0,0,0,0,0
LOC_Os01g06080.MSUR7,0,0,4,5,1,0,2,0,0,0,0,5
LOC_Os01g06090.MSUR7,0,0,0,5,0,0,0,0,0,2,0,2
LOC_Os01g06120.MSUR7,0,0,0,0,2,0,0,0,0,1,0,1
LOC_Os01g06130.MSUR7,0,0,40,0,377,0,3,44,0,0,8,1677
LOC_Os01g06140.MSUR7,0,0,192,0,529,0,6,85,0,52,14,716
LOC_Os01g06150.MSUR7,19,2,35,6,74,4,107,478,0,163,89,255
LOC_Os01g06210.MSUR7,0,0,0,774,26,0,23,110,33,11,43,2
LOC_Os01g06220.MSUR7,19,1298,15,1035,66,66,96,124,359,144,8856,2
LOC_Os01g06230.MSUR7,2,88,123,122,103,23,165,0,40,15,2150,64
LOC_Os01g06240.MSUR7,6,0,2,259,37,0,81,21,52,21,29,8
LOC_Os01g06250.MSUR7,0,8,0,0,0,14,1,2,35,0,1,0
LOC_Os01g06260.MSUR7,0,0,2,0,0,0,4,155,11,2,0,8
LOC_Os01g06270.MSUR7,2291,1006,9928,9272,3960,90,5388,9675,1194,6962,7990,17423
LOC_Os01g06280.MSUR7,3229,961,13375,20271,15758,220,18358,22142,1674,16702,19896,18882
LOC_Os01g06290.MSUR7,3451,1410,15814,21123,21231,372,19928,28166,2871,18325,27065,23387
LOC_Os01g06310.MSUR7,860,1024,1938,326887,546,38,2951,478,184,580,199245,876
