SRR1170742,SRR1170744,SRR1170762,SRR1174772,SRR1174773,SRR1174777,SRR1179197,SRR1179198,SRR1179199,SRR1171629,SRR1171630,SRR1171631
LOC_Os08g06540.MSUR7,12,363,87,148,103,6,118,188,39,84,2003,270
LOC_Os08g06550.MSUR7,47962,1693,109310,46743,97238,1184,272401,43471,912,65793,15699,164931
LOC_Os08g06560.MSUR7,7,3,29,16,23,0,69,131,32,69,182,30
LOC_Os08g06590.MSUR7,0,0,0,0,1,0,1,2,0,1,2,1
LOC_Os08g06600.MSUR7,4,20,372,209,52,0,49,589,141,12,31,135
LOC_Os08g06610.MSUR7,543,318,4511,27,47,27,1840,5400,298,71,196,120
LOC_Os08g06620.MSUR7,46,6,497,535,409,4,132,322,16,118,160,1178
LOC_Os08g06630.MSUR7,23041,335,15378,47641,14277,141,117176,20624,602,74837,3355,15504
LOC_Os08g06640.MSUR7,823,760,2446,10209,8641,114,14630,5918,961,6503,11824,6965
LOC_Os08g06659.MSUR7,0,0,0,6,5,0,53,120,4,30,17,360
LOC_Os08g06680.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g06690.MSUR7,0,0,8,7,51,0,2,192,0,1,0,0
LOC_Os08g06700.MSUR7,0,2,24,28,252,0,28,124,0,0,0,122
LOC_Os08g06710.MSUR7,0,0,22,0,6,0,2,24,0,0,0,366
LOC_Os08g06720.MSUR7,0,0,1,0,0,0,7,130,0,0,0,0
LOC_Os08g06730.MSUR7,0,0,3,4,0,0,14,37,0,0,0,0
LOC_Os08g06740.MSUR7,1,1,9,15,0,0,8,14,0,0,0,14
LOC_Os08g06760.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os08g06770.MSUR7,0,0,0,0,2,0,0,0,0,0,0,0
LOC_Os08g06780.MSUR7,0,0,8,0,2,0,2,28,0,0,0,27
LOC_Os08g06790.MSUR7,0,0,1,3,0,0,1,21,0,0,1,0
LOC_Os08g06810.MSUR7,0,1,19,1133,815,14,108,330,2,9,123,206
LOC_Os08g06830.MSUR7,1,0,7,740,6,1,125,1494,13,8,62,277
LOC_Os08g06840.MSUR7,0,0,0,34,0,0,2,2,2,2,0,6
LOC_Os08g06870.MSUR7,0,0,0,0,0,0,0,10,0,5,6,21
LOC_Os08g06880.MSUR7,0,0,27,24,20,0,1111,830,42,66,604,359
LOC_Os08g06885.MSUR7,0,0,0,0,0,0,0,2,0,540,2131,4893
LOC_Os08g06890.MSUR7,0,0,5,8,10,0,0,21,0,2,0,6
LOC_Os08g06940.MSUR7,93,107,675,1220,1592,22,1623,1438,123,541,1260,2048
LOC_Os08g07010.MSUR7,562,1723,3311,2030,2579,179,2187,2738,1543,1422,14994,3088
LOC_Os08g07020.MSUR7,8,2,43,11,67,4,6,9,3,27,56,32
LOC_Os08g07030.MSUR7,0,0,0,0,0,1,0,0,0,0,0,0
LOC_Os08g07040.MSUR7,0,2,2,7,3,2,0,66,3,2,12,4
LOC_Os08g07050.MSUR7,0,0,0,1,0,0,0,17,1,0,2,2
LOC_Os08g07060.MSUR7,2441,76,3057,10557,4696,20,6127,1334,22,8205,38,2675
LOC_Os08g07070.MSUR7,4,0,6,47,9,0,18,10,0,49,0,44
LOC_Os08g07080.MSUR7,264,0,55,43,2,2,1813,5495,0,2611,0,91
LOC_Os08g07090.MSUR7,0,1,4,0,0,0,0,0,0,8,0,2
LOC_Os08g07100.MSUR7,380,0,28,1,1,0,223,514,0,232,2,12
LOC_Os08g07120.MSUR7,0,563,0,0,0,0,0,0,34,4,9046,2
LOC_Os08g07160.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os08g07170.MSUR7,0,0,2,0,7,0,0,0,0,0,98,0
LOC_Os08g07180.MSUR7,0,0,0,0,0,0,0,1,0,0,1414,17
LOC_Os08g07200.MSUR7,0,1,0,0,1,2,2,0,0,2,2496,24
LOC_Os08g07210.MSUR7,0,0,4,0,4,0,0,0,0,0,0,2
LOC_Os08g07240.MSUR7,4,2,31,0,4,0,0,0,0,0,0,0
LOC_Os08g07260.MSUR7,15,0,11,0,0,0,124,359,2,47,0,7
LOC_Os08g07270.MSUR7,0,0,15,0,1,0,0,0,0,0,0,0
LOC_Os08g07280.MSUR7,1645,817,10242,12523,9099,169,3540,4007,274,8278,8171,11683
LOC_Os08g07290.MSUR7,468,629,3488,4057,4881,82,1035,1952,390,2593,5642,4815
LOC_Os08g07300.MSUR7,799,245,3625,12834,12980,73,2232,2853,190,2966,8615,8490
LOC_Os08g07320.MSUR7,27,188,0,143,57,0,0,0,32,41,1734,75
LOC_Os08g07330.MSUR7,1341,506,2386,4806,2701,58,2,0,0,5934,3995,2110
LOC_Os08g07340.MSUR7,9,64,122,123,43,7,0,0,0,105,238,9
LOC_Os08g07370.MSUR7,3,1,9,0,0,0,0,0,0,0,7,27
LOC_Os08g07390.MSUR7,0,0,0,1,4,0,3,0,1,6295,7894,4907
LOC_Os08g07400.MSUR7,878,620,7165,8140,10875,100,7848,7306,934,4109,6093,12903
LOC_Os08g07430.MSUR7,1762,296,9001,9455,7950,82,5105,5183,161,4691,4318,13403
LOC_Os08g07440.MSUR7,1402,622,8292,8694,9478,82,7284,6126,778,7192,8356,11444
LOC_Os08g07450.MSUR7,0,0,4,0,1,0,0,0,0,1,1,1
LOC_Os08g07470.MSUR7,0,0,2,0,1,2,0,0,0,0,0,1
LOC_Os08g07480.MSUR7,0,0,1392,6,1786,13,61,419,34,3,91,2366
LOC_Os08g07490.MSUR7,331,57,1104,3302,1252,29,3818,2650,269,1818,5182,2129
LOC_Os08g07500.MSUR7,0,0,14671,44,153,358,166,1746,6,29,79,18120
LOC_Os08g07510.MSUR7,0,0,2,0,1,0,0,17,0,0,2,28
LOC_Os08g07520.MSUR7,0,0,5,0,4,1,0,120,0,0,0,11
LOC_Os08g07530.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g07540.MSUR7,9131,474,11121,37401,12196,78,16770,3113,90,25313,2575,11420
LOC_Os08g07550.MSUR7,0,0,2,0,0,34,182,390,14,127,4,11
LOC_Os08g07590.MSUR7,0,44,0,4,0,6,0,0,0,0,54,0
LOC_Os08g07600.MSUR7,0,0,2550,0,6,42,2,14,0,0,2,4416
LOC_Os08g07620.MSUR7,0,2,0,0,1,0,0,0,0,50,47,0
LOC_Os08g07630.MSUR7,4,31,0,11,27,0,0,2,31,149,141,2
LOC_Os08g07640.MSUR7,0,0,4,0,4,0,0,3,51,2,2,0
LOC_Os08g07650.MSUR7,0,0,2,0,2,0,0,0,0,5,4,0
LOC_Os08g07660.MSUR7,22,46,4,114,116,2,19,0,50,432,207,7
LOC_Os08g07670.MSUR7,9,46,68,303,341,8,0,2,1,525,1787,322
LOC_Os08g07680.MSUR7,4,3,5,282,10,0,1,1,0,251,79,23
LOC_Os08g07690.MSUR7,10,0,2,0,4,0,184,44,0,2085,1900,48
LOC_Os08g07700.MSUR7,0,2,0,0,8,0,0,0,0,2,0,0
LOC_Os08g07710.MSUR7,1,0,0,0,2,0,0,0,0,0,0,6
LOC_Os08g07720.MSUR7,92,0,327,310,797,15,742,8357,29,279,64,4257
LOC_Os08g07730.MSUR7,413,10,2017,8778,804,36,123,355,16,1115,1386,776
LOC_Os08g07740.MSUR7,182,14,75,540,168,2,5450,100,16,1179,212,451
LOC_Os08g07760.MSUR7,1890,2545,11911,9635,18492,440,6737,21143,1535,9114,12715,24021
LOC_Os08g07774.MSUR7,1,0,5,10693,8130,25,211,772,45,203,7,142
LOC_Os08g07790.MSUR7,752,178,4381,2887,2939,28,4143,4400,228,1518,1532,4260
LOC_Os08g07800.MSUR7,0,0,1,0,0,0,0,0,0,0,2,0
LOC_Os08g07810.MSUR7,0,0,3,0,20,0,0,335,0,0,3,11
LOC_Os08g07820.MSUR7,0,0,4,0,2,0,0,0,0,0,0,5
LOC_Os08g07830.MSUR7,2615,3035,19807,17435,22610,295,11321,22464,1708,12195,21028,30447
LOC_Os08g07840.MSUR7,655,422,2894,3988,4197,47,5227,2354,224,2362,4538,6293
LOC_Os08g07850.MSUR7,342,326,1440,1897,1551,32,1156,808,113,1369,3771,3287
LOC_Os08g07860.MSUR7,0,0,0,0,0,0,0,11,0,250,890,594
LOC_Os08g07880.MSUR7,3615,209,5021,8231,6753,93,47810,15024,1077,7130,4608,8953
LOC_Os08g07890.MSUR7,0,0,0,2,3,0,166,479,27,3,9,9
LOC_Os08g07910.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g07920.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g07930.MSUR7,1,0,7,0,4,0,0,0,0,1,0,2
LOC_Os08g07940.MSUR7,0,0,0,0,0,0,0,0,0,32,7,10
LOC_Os08g07950.MSUR7,2,881,2,80,171,0,2,107,20,0,1128,4
LOC_Os08g07960.MSUR7,2571,1383,13005,13998,16789,238,4029,12485,654,10220,20034,20581
LOC_Os08g07970.MSUR7,601,1840,1815,7303,1562,209,497,376,806,1525,29228,4577
LOC_Os08g08000.MSUR7,2097,1013,9896,16624,11728,151,12001,17483,2151,11293,12067,16004
LOC_Os08g08020.MSUR7,20,57,83,135,106,25,0,11,41,85,343,153
LOC_Os08g08030.MSUR7,62,22,162,891,362,7,11,64,0,259,426,352
LOC_Os08g08040.MSUR7,2332,1181,30037,27357,46562,610,18639,26568,2021,15673,28469,64239
LOC_Os08g08060.MSUR7,1363,1369,8560,8695,10274,225,6293,10082,1620,6031,13722,14575
LOC_Os08g08070.MSUR7,0,0,1339,10,18,34,26,44,100,9,17,4953
LOC_Os08g08080.MSUR7,1461,571,6493,9642,12784,122,5755,8905,805,6657,6640,12620
LOC_Os08g08084.MSUR7,0,0,2,30,10,2,0,0,2,4,64,34
LOC_Os08g08090.MSUR7,4,0,213,14,5,2,28,55,32,74,93,259
LOC_Os08g08100.MSUR7,15,3,500,268,177,21,128,158,32,135,77,1032
LOC_Os08g08110.MSUR7,918,792,4784,5577,5195,144,1995,1315,252,7528,11948,15038
LOC_Os08g08120.MSUR7,2133,219,2672,16100,5415,145,454,13354,852,13085,11067,4129
LOC_Os08g08140.MSUR7,192,22,2892,174,2365,54,700,3288,18,1134,128,3609
LOC_Os08g08150.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08160.MSUR7,53,75,114,721,170,2,302,104,458,136,597,196
LOC_Os08g08190.MSUR7,22721,2636,87941,126102,159077,592,26772,13618,2161,79630,46576,99360
LOC_Os08g08200.MSUR7,1811,476,7396,10343,12278,177,7805,16028,1448,6276,9760,10418
LOC_Os08g08205.MSUR7,93,212,1567,1107,1485,80,629,1744,247,932,1250,1475
LOC_Os08g08210.MSUR7,2163,1888,9809,20216,12889,260,14198,19979,3059,12244,17759,20565
LOC_Os08g08230.MSUR7,218,104,1223,1000,1359,18,2488,4278,398,173,566,2401
LOC_Os08g08250.MSUR7,0,0,0,2,10,0,0,0,0,14,10,52
LOC_Os08g08260.MSUR7,42,2,156,0,11,4,0,0,0,21,103,33
LOC_Os08g08270.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08320.MSUR7,0,0,0,29,192,0,14,6,1,6,2,61
LOC_Os08g08340.MSUR7,0,0,1,61,25,0,26,52,11,34,137,164
LOC_Os08g08360.MSUR7,0,0,0,0,0,0,1,0,0,0,0,0
LOC_Os08g08380.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08420.MSUR7,4,58,99,0,2,0,6,25,7,30,27,65
LOC_Os08g08430.MSUR7,13,141,288,231,65,2,9,6,8,38,771,98
LOC_Os08g08440.MSUR7,16,67,117,1355,1928,4,14,56,27,16,206,39
LOC_Os08g08500.MSUR7,247,7,200,2440,138,2,27,10,8,3636,62,116
LOC_Os08g08570.MSUR7,0,0,0,0,0,0,2,0,0,0,0,0
LOC_Os08g08586.MSUR7,452,316,2895,1298,6173,44,148,98,10,314,198,358
LOC_Os08g08592.MSUR7,16,4,68,2572,904,6,352,189,4,618,436,1709
LOC_Os08g08630.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08650.MSUR7,0,0,0,0,0,0,2,6,0,0,0,0
LOC_Os08g08655.MSUR7,0,0,0,0,0,0,0,0,0,4,4,2
LOC_Os08g08660.MSUR7,0,0,2,14,6,0,10,16,0,0,0,0
LOC_Os08g08690.MSUR7,0,62,103,253,128,0,0,0,0,0,10,0
LOC_Os08g08700.MSUR7,5,17,95,0,0,0,157,22,56,0,0,0
LOC_Os08g08710.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08730.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08740.MSUR7,0,0,0,0,0,0,11,2,0,0,0,0
LOC_Os08g08750.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08760.MSUR7,0,0,170,0,1233,4,97,35,53,0,6,1089
LOC_Os08g08790.MSUR7,0,0,4,0,1,0,2,29,3,0,0,14
LOC_Os08g08800.MSUR7,0,0,4,26,26,0,2,96,0,0,0,11
LOC_Os08g08810.MSUR7,0,0,0,1,0,0,0,0,0,0,0,0
LOC_Os08g08820.MSUR7,2004,0,6019,14423,8868,44,9217,10064,2,10989,4,11577
LOC_Os08g08830.MSUR7,1994,1230,8618,14110,13459,168,10835,15637,2176,12015,11968,13752
LOC_Os08g08840.MSUR7,2569,4113,52396,50314,68086,862,4872,46189,6193,9110,91686,97975
LOC_Os08g08850.MSUR7,182,0,168,3792,513,10,18,219,0,1690,0,21
LOC_Os08g08860.MSUR7,316,138,1682,2739,2373,34,453,617,110,1844,3068,2793
LOC_Os08g08880.MSUR7,0,0,6,0,2,0,0,2,0,0,0,11
LOC_Os08g08890.MSUR7,0,0,2,2,4,0,0,0,0,0,0,0
LOC_Os08g08900.MSUR7,0,0,8,0,0,0,0,1,0,0,0,73
LOC_Os08g08910.MSUR7,1,0,2,0,3,0,0,0,0,0,0,0
LOC_Os08g08920.MSUR7,2,387,6,4,5,0,0,3,910,13,229,3
LOC_Os08g08930.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g08960.MSUR7,0,0,21965,0,33644,66,1,1497,127,1,20,5487
LOC_Os08g08970.MSUR7,2,6398,2431,1,988,46,0,560,13714,3104,5456,1086
LOC_Os08g08980.MSUR7,2,2849,1501,26,202,10,36,18939,4939,261,1403,405
LOC_Os08g08990.MSUR7,14,3329,77,81,111,0,0,53,3696,24,6702,17
LOC_Os08g09000.MSUR7,0,4296,162,6,1086,2,5,246,2992,54,35922,2091
LOC_Os08g09010.MSUR7,36,6933,655,52,995,6,5,312,8526,973,60329,2927
LOC_Os08g09020.MSUR7,12,2494,88,13,290,0,5,131,1640,126,20996,49
LOC_Os08g09030.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g09040.MSUR7,0,377,29,55,1249,13,13,119,3779,16,3048,6
LOC_Os08g09050.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g09060.MSUR7,0,5841,90,29,395,0,17,183,2504,152,31595,181
LOC_Os08g09080.MSUR7,0,9051,48,0,3,0,4,30,559,3,581,10
LOC_Os08g09090.MSUR7,1,1,4,2,1,0,0,0,0,8,0,1
LOC_Os08g09100.MSUR7,3052,1011,10966,15463,12774,229,17120,9770,1990,13652,7843,11507
LOC_Os08g09110.MSUR7,148,0,118,4025,876,0,524,17,0,917,5,167
LOC_Os08g09120.MSUR7,0,0,0,3,1,0,0,0,0,2,0,2
LOC_Os08g09170.MSUR7,84,60,1508,132,1053,44,334,4768,80,316,243,2894
LOC_Os08g09180.MSUR7,5675,1434,33126,47550,60961,449,51297,64154,3524,24548,33075,68519
LOC_Os08g09190.MSUR7,2466,820,9188,14787,16963,138,15452,6304,1412,5345,10495,13325
LOC_Os08g09200.MSUR7,6096,9758,93675,48881,110271,1817,37237,40476,10838,19209,95868,164372
LOC_Os08g09210.MSUR7,3064,789,19361,4787,11623,96,6539,6872,448,3353,4220,11715
LOC_Os08g09220.MSUR7,0,0,2,0,8,0,2,27,0,0,2,0
LOC_Os08g09230.MSUR7,191,731,9979,249,2323,40,3145,16503,617,317,1387,17316
LOC_Os08g09240.MSUR7,8634,4363,48147,56186,45300,774,67434,71227,7826,36378,41303,84410
LOC_Os08g09250.MSUR7,69421,7833,374399,316504,657366,1920,158629,196790,7091,100800,177337,407401
LOC_Os08g09260.MSUR7,18,6,202,277,300,0,388,745,33,108,402,435
LOC_Os08g09270.MSUR7,6190,948,17300,17062,16308,48,45435,7997,324,15893,5613,15947
LOC_Os08g09280.MSUR7,0,0,0,11,19,0,7,6,2,2,0,3
LOC_Os08g09290.MSUR7,292,0,320,2630,790,2,460,1314,0,2243,2,182
LOC_Os08g09300.MSUR7,390,319,2945,2133,23,39,207,1113,104,1613,1952,3268
LOC_Os08g09310.MSUR7,349,33,316,3953,399,2,22,65,1,1199,126,169
LOC_Os08g09320.MSUR7,1039,254,4111,2960,3465,31,6815,9778,525,2693,2525,5238
LOC_Os08g09340.MSUR7,1454,700,13181,19234,27092,220,4668,15892,734,7847,9281,40024
LOC_Os08g09350.MSUR7,2805,1948,42465,19414,38381,640,17646,23003,2095,12573,21803,42060
LOC_Os08g09360.MSUR7,0,0,1,0,6,0,0,81,0,2,0,22
LOC_Os08g09370.MSUR7,69,67,559,965,1441,2,454,950,66,313,588,877
LOC_Os08g09380.MSUR7,0,0,0,143,42,0,52,700,0,0,0,155
LOC_Os08g09390.MSUR7,0,0,0,629,165,0,0,12,0,0,0,38
LOC_Os08g09400.MSUR7,0,0,0,0,2,0,0,0,0,0,0,0
LOC_Os08g09410.MSUR7,0,2,24,371,358,0,0,65,0,0,0,138
LOC_Os08g09420.MSUR7,0,0,318,1060,530,8,82,2,0,32,0,724
LOC_Os08g09430.MSUR7,0,0,34,430,10,6,6,0,0,0,3,12
LOC_Os08g09450.MSUR7,0,0,38,1955,20,0,414,28,0,2,1,138
LOC_Os08g09460.MSUR7,0,0,64,0,36,2,0,0,0,2,0,275
LOC_Os08g09470.MSUR7,0,0,2,0,0,0,0,0,0,0,0,0
LOC_Os08g09480.MSUR7,0,0,2,5,14,0,2,2,0,0,0,2
LOC_Os08g09570.MSUR7,2,0,128,8,30,18,0,0,0,0,26,166
LOC_Os08g09580.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os08g09590.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os08g09600.MSUR7,0,0,0,8,21,0,0,0,0,32,44,34
LOC_Os08g09610.MSUR7,0,0,0,0,17476,0,0,0,0,18,6101,9162
LOC_Os08g09630.MSUR7,1,0,4,0,2,0,0,0,0,0,3,0
LOC_Os08g09640.MSUR7,0,0,102,70,434,6,0,69,0,0,0,1217
LOC_Os08g09650.MSUR7,0,0,19,78,87,2,0,18,0,2,0,764
LOC_Os08g09660.MSUR7,0,0,0,0,0,0,0,0,1,0,2,0
LOC_Os08g09670.MSUR7,2,2,236,2750,2299,10,82,491,22,10,0,29
LOC_Os08g09680.MSUR7,0,0,0,0,0,0,0,0,0,0,1,1
LOC_Os08g09690.MSUR7,478,144,4194,4681,3816,60,7608,12079,271,4228,4482,11011
LOC_Os08g09700.MSUR7,0,0,104,3,2,0,0,2,0,20,14,547
LOC_Os08g09710.MSUR7,1890,1014,6996,17446,1415,34,400,295,19,169,888,2018
LOC_Os08g09715.MSUR7,51,50,311,165,165,3,42,44,4,28,310,316
LOC_Os08g09720.MSUR7,4,15,159,266,215,6,1590,950,36,12,57,213
LOC_Os08g09730.MSUR7,12,17,498,284,374,6,597,625,35,6,23,533
LOC_Os08g09740.MSUR7,6,12,180,0,2,2,356,1247,93,0,66,347
LOC_Os08g09750.MSUR7,0,2,47,31,376,0,39,408,20,16,54,428
LOC_Os08g09760.MSUR7,0,2,60,33,10251,6,34,103,4,0,5,369
LOC_Os08g09770.MSUR7,0,0,4,0,18,2,10,1591,8,0,6,126
LOC_Os08g09780.MSUR7,2,2,86,289,646,10,311,365,154,78,601,671
LOC_Os08g09790.MSUR7,0,0,15,293,237,3,977,735,37,26,119,313
LOC_Os08g09820.MSUR7,10,8,23,30,34,4,0,2,0,168,118,92
LOC_Os08g09830.MSUR7,10,0,4,0,36,2,0,0,0,32,641,56
LOC_Os08g09850.MSUR7,0,0,0,2,0,0,0,0,0,0,0,0
LOC_Os08g09860.MSUR7,1189,781,4427,832,558,3,177,28,0,264,399,449
LOC_Os08g09870.MSUR7,85,83,611,0,0,0,28,4,2,247,160,763
LOC_Os08g09890.MSUR7,0,3,26,50,0,0,0,0,0,8,73,5
LOC_Os08g09910.MSUR7,195,178,1187,1502,1733,13,587,1626,80,1147,2320,2123
LOC_Os08g09920.MSUR7,359,306,2664,2057,2646,32,839,2571,143,1781,3206,5428
LOC_Os08g09930.MSUR7,0,0,0,0,0,0,2,0,0,2,0,55
LOC_Os08g09940.MSUR7,8948,3352,72102,53214,64036,798,33910,46323,2670,29695,35371,104090
LOC_Os08g09950.MSUR7,7082,1644,58883,39017,51064,410,23128,33980,1251,20985,18771,88038
LOC_Os08g09960.MSUR7,0,0,2,0,0,0,0,1,0,0,0,10
LOC_Os08g09970.MSUR7,0,0,0,0,0,0,0,0,0,0,0,2
LOC_Os08g10000.MSUR7,0,0,2,0,8,0,0,0,0,1,0,55
LOC_Os08g10010.MSUR7,6,26,3752,138,2107,8,152,164,24,117,444,2524
LOC_Os08g10020.MSUR7,221975,1778,285353,1166060,305649,3679,1486573,293755,127,949601,544,295772
LOC_Os08g10030.MSUR7,511,851,3851,3843,3578,82,7265,7513,1544,2993,5855,5699
LOC_Os08g10070.MSUR7,208,269,812,822,400,46,5282,539,153,509,795,1176
LOC_Os08g10080.MSUR7,1588,193,1011,2669,1082,80,1101,8544,138,5270,1944,3647
LOC_Os08g10090.MSUR7,0,9,0,0,0,0,2,4,0,0,0,0
LOC_Os08g10100.MSUR7,0,4,1,0,0,0,58,34,26,0,0,2
LOC_Os08g10110.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g10130.MSUR7,12,47,217,198,810,8,17,6,10,3,4,0
LOC_Os08g10150.MSUR7,1756,1596,5736,2257,505,19,278,26,19,163,9,10
LOC_Os08g10210.MSUR7,0,0,2,0,14,0,0,0,0,0,0,0
LOC_Os08g10240.MSUR7,4,2,226,4,7,0,0,0,0,0,0,0
LOC_Os08g10250.MSUR7,145,202,595,743,100,10,1736,10,8,1985,656,493
LOC_Os08g10260.MSUR7,0,0,0,2366,1158,16,0,0,0,1386,1253,610
LOC_Os08g10270.MSUR7,0,0,0,1,19,0,0,0,0,47,14,18
LOC_Os08g10280.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g10290.MSUR7,348,552,624,436,150,110,3801,722,495,1868,2282,321
LOC_Os08g10300.MSUR7,458,563,952,4240,2277,9,9434,1208,232,3101,1922,676
LOC_Os08g10304.MSUR7,2,12,6,0,0,0,0,0,0,2,4,2
LOC_Os08g10310.MSUR7,30,29,216,21,139,3,1186,281,481,676,106,926
LOC_Os08g10320.MSUR7,873,3311,3450,11398,7530,58,30921,3428,1563,4056,26914,8228
LOC_Os08g10330.MSUR7,82,1789,4923,2290,7410,42,3048,1082,149,413,2918,6287
LOC_Os08g10340.MSUR7,367,161,852,317,214,4,6,8,0,230,1157,1540
LOC_Os08g10350.MSUR7,289,352,2462,3256,6337,84,1804,4996,461,1284,3096,4650
LOC_Os08g10380.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g10400.MSUR7,2,0,104,2,2,0,4867,1561,146,352,3091,8883
LOC_Os08g10410.MSUR7,382,299,5777,3078,7711,100,2454,8022,434,1297,3704,12035
LOC_Os08g10420.MSUR7,2,0,5,25,3,22,4,1,0,0,1,0
LOC_Os08g10430.MSUR7,23,49,69,22,80,1,1297,1137,155,2,10,18
LOC_Os08g10440.MSUR7,153,151,625,280,743,8,367,161,26,58,224,467
LOC_Os08g10450.MSUR7,861,816,5271,11216,11196,262,18982,10040,2197,3033,16933,16475
LOC_Os08g10470.MSUR7,240,212,3733,1863,4717,48,1942,1636,132,762,3246,3994
LOC_Os08g10480.MSUR7,6689,3406,22074,35760,36684,435,41212,33252,8361,14786,61689,19678
LOC_Os08g10490.MSUR7,0,0,0,1,0,0,4,3,2,4,107,10
LOC_Os08g10500.MSUR7,725,221,1543,411,475,30,176,204,282,3175,5820,235
LOC_Os08g10510.MSUR7,5062,232,16975,8306,13848,143,10901,12479,541,1125,4794,23591
LOC_Os08g10520.MSUR7,0,0,2,0,0,0,0,2,0,5,0,1
LOC_Os08g10530.MSUR7,0,0,0,0,101,0,0,0,0,0,0,0
LOC_Os08g10550.MSUR7,291,841,3789,1692,4913,120,891,9301,561,680,12657,10613
LOC_Os08g10560.MSUR7,6,0,271,75,316,4,28,954,18,10,28,689
LOC_Os08g10570.MSUR7,2126,915,14657,11967,19613,322,16039,12597,760,7662,14743,18297
LOC_Os08g10580.MSUR7,168,258,1163,1704,1491,43,1411,2860,524,953,1459,1806
LOC_Os08g10590.MSUR7,1540,774,5592,15369,8873,71,5513,9531,1127,7590,7669,10830
LOC_Os08g10600.MSUR7,1309,977,10061,9531,10832,222,6772,8739,1462,4698,11136,14398
LOC_Os08g10604.MSUR7,20,6,85,302,307,0,76,283,10,78,47,239
LOC_Os08g10608.MSUR7,2360,1419,21543,8271,17170,354,3973,14836,620,9972,13531,34981
LOC_Os08g10612.MSUR7,0,0,2,2,71,0,0,0,0,14,4,35
LOC_Os08g10620.MSUR7,46,2,202,357,125,6,0,0,0,414,249,407
LOC_Os08g10630.MSUR7,602,734,3463,4862,5208,66,2160,2015,180,18181,25248,6498
LOC_Os08g10649.MSUR7,293,138,1687,6996,6439,33,1475,2631,152,4186,6218,9364
LOC_Os08g10670.MSUR7,0,0,0,19,0,0,0,640,0,82,259,663
LOC_Os08g10680.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g10690.MSUR7,0,0,0,2,0,0,0,0,0,0,0,0
LOC_Os08g10700.MSUR7,0,0,0,2,0,0,0,0,0,0,0,0
LOC_Os08g10730.MSUR7,0,0,0,0,544,0,2,174,0,293,18,532
LOC_Os08g10760.MSUR7,0,0,0,0,0,0,2,36,0,2,1,18
LOC_Os08g10800.MSUR7,0,0,4,250,116,13,0,0,0,4,76,295
LOC_Os08g10870.MSUR7,0,0,2,0,0,0,0,0,0,1,0,148
LOC_Os08g11220.MSUR7,0,0,0,424,313,2,20,18,4,937,1374,1076
LOC_Os08g11240.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g11250.MSUR7,0,0,2,0,0,0,0,15,1,0,0,0
LOC_Os08g11270.MSUR7,0,0,0,0,0,0,0,0,0,0,0,0
LOC_Os08g11340.MSUR7,0,0,2,1,9,0,0,0,0,0,0,22
LOC_Os08g11450.MSUR7,78,36,424,0,0,0,2,0,0,1461,260,1082
LOC_Os08g11480.MSUR7,7141,914,12186,0,0,0,8,6,2,18486,6814,18428
LOC_Os08g11490.MSUR7,1,0,2,0,0,0,0,0,0,41,11,7
LOC_Os08g11500.MSUR7,1,0,4,0,0,0,0,2,0,2,1,3
LOC_Os08g11510.MSUR7,0,0,0,0,0,2,0,1,0,22,8,68
LOC_Os08g11520.MSUR7,0,0,2,0,0,0,0,102,0,0,0,160
LOC_Os08g11550.MSUR7,0,0,0,0,0,0,0,2,0,0,0,0
LOC_Os08g11599.MSUR7,0,0,0,0,0,0,0,3,0,0,0,0
LOC_Os08g11640.MSUR7,0,0,8,0,6,2,0,0,0,0,0,19
LOC_Os08g11669.MSUR7,0,0,2,20,30,0,0,6,0,0,0,21
